id,Name,Batch,Sector,Region,Company_Desc,Founding_Date,Founders,Incubator,Location,Source_Url,Company_Url
163,Zimi,S24,"B2B, LOGISTICS, SUPPLY-CHAIN, RETAIL, EMERGING-MARKETS",NEW YORK,"Zimi is a cross-border commerce partner dedicated to simplifying global expansion for international brands. We empower businesses to thrive in new markets by optimizing cross-border logistics, offering seamless local fulfillment, and automating secure international payments—all in one streamlined platform. 

Cross-border e-commerce is a $2 trillion opportunity by 2030, however, cross-border merchants face major challenges like high shipping costs, lengthy delivery times, and complex logistics. This is particular true for merchants in emerging markets. With Zimi, merchants reach their international buyers in 1-2 days instead of weeks and for a fraction of the price. Our aim is to make selling internationally as easy as selling locally - starting with merchants selling into the U.S. market.",2023,"Audrey Djiya, Co-Founder/CEO Audrey Djiya is the Co-Founder & CEO of Zimi. Before Zimi, Audrey led international expansion and unlocked $M in revenue for e-commerce businesses like Peloton and launched fintech products to enable cross-border commerce at start-ups like Duplo (YC W23).   Audrey earned her MBA from Stanford University and BA from Dartmouth College.| Peter Nsaka, Founder/CTO Software Engineer with 8+ years of experience. Previously a Senior Software Engineer and Project Tech Lead @ Shopify. Currently working on Zimi to bring Amazon-prime like fulfillment to African exporters - making it easy, fast, and cheap for these businesses to sell internationally.",Y Combinator,New York,https://www.ycombinator.com/companies/zimi,https://www.withzimi.com/
164,Thyme,S24,"ARTIFICIAL-INTELLIGENCE, FINTECH, FINANCE",SAN FRANCISCO,"There are 300k+ financial advisors in the US using a digital Rolodex to manage their client relationships, and it's time for a makeover.

At Thyme we are building the OS for financial advisors that allows them to automatically take notes in meetings (in-person, online, and phone calls), manage their client records with the help of AI, and offer a client portal where clients can track their assets, manage tasks, and even pay for their services. 

Our users have replaced their legacy CRMs and billing solutions with us while deepening their clients' relationships thanks to our client portal and AI tooling that puts rich context at their fingertips.",2024,"Daniel Lantz, Founder I am originally from Texas and currently reside in Richmond, VA. Prior to co-founding Thyme, I worked as a software engineer at Capital One, trovata.io, and meetcampfire.com (YC S23).  In my free time, I enjoy Brazilian Jiu-Jitsu, chess, and spending time with my wife and son.| Fernando San Martin, Founder Electrical engineer from Spain. I moved to SF to start my career. For the most part, I've worked at the intersection of finance, software, and data at places like Capital One, Zippi (YC s19), and Trovata.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/thyme,https://www.meetthyme.com/
165,Ionworks,S24,,,"Every battery company spends tens of millions of dollars a year on experiments. Simulations that replace experiments reduce these costs but are currently underutilized in industry because they are hard to create and run. We make simulations accessible to every engineer, by helping them to create models from their own data, then run large scale simulations in the cloud to explore the full design space.",2023,"Valentin Sulzer, Founder Created PyBaMM, the world's leading open-source battery simulation software. Now building Ionworks to make it accessible to every single battery engineer around the world. Previously PhD (Maths) at Oxford + 4 years engineering research at University of Michigan and Carnegie Mellon| Rob Timms, Founder Co-Founder and CTO at Ionworks, building the modern software stack for batteries, powered by PyBaMM. Core developer of the leading open-source battery modelling package PyBaMM. Ex-Oxford mathematician.",Y Combinator,,https://www.ycombinator.com/companies/ionworks,https://ionworks.com/
166,Rescript,S24,"ARTIFICIAL-INTELLIGENCE, SAAS, CIVIC-TECH, B2B, LEGALTECH",,"Rescript helps regulatory compliance and advocacy teams effortlessly track the constant stream of legal developments and always stay compliant. With our AI regulatory analyst, companies don't have to rely on expensive consultants or settle for inadequate tools that can't do the job. 

How it works: 
1. Comprehensive Tracking: Rescript scans the web for government meetings and regulatory documents, feeding them into our internal repository. 

2. Intelligent Filtering: Our tool determines whether a new development involves the customer's regulatory priorities, using reasoning trained by 40+ regulatory analysts from top consulting firms.

3. Change Management: We sync with existing internal policies and materials, and evaluate them in light of new regulations. 

For more information, visit www.rescript.ai or contact our team at team@rescript.ai.",2023,"Nikhil Ajjarapu, Founder Co-founder and CEO of Rescript, building at the intersection of AI, legal, and public policy. Most recently, I developed products used by federal agencies while on Salesforce's Public Sector team, helped build out AI and process automation for the Air Force's Cloud Computing Team, and studied CS and Public Policy at Princeton.| Vincent Huang, Founder Co-founder of Rescript, helping government and regulatory affairs professionals monitor policy developments effortlessly with AI.   I received my MS in Computer Science and BA in Philosophy from Stanford, and previously staffed the House Science Committee in Congress.| Alexander Pesendorfer, Founder Co-founder and CTO of Rescript. Building AI tools to track public policy. Previously, I studied Computer Science, Statistics, and Machine Learning at Princeton and worked on software at a leading derivatives marketplace.",Y Combinator,,https://www.ycombinator.com/companies/rescript,https://rescript.ai/
167,Frontio - by NextUI,S24,"DEVELOPER-TOOLS, SAAS, DESIGN-TOOLS, AI",SAN FRANCISCO,"We began with an open-source library for React developers that enables them to create beautiful and accessible interfaces (NextUI). We are now building Frontio a complete frontend-as-a-service platform to make building the frontend part of products easier, allowing teams to focus more on their product and less on design systems and frontend complexities (frontio.ai).",2023,"Junior Garcia, Founder Junior Garcia is the Founder and CEO of Zigma and the creator of NextUI. With nearly 10 years of experience as a software engineer, including his time at Deel, he is passionate about creating design systems and frontend development, as well as contributing to open-source and enhancing user interfaces",Y Combinator,San Francisco,https://www.ycombinator.com/companies/frontio-by-nextui,https://frontio.ai/
168,Helium,S24,"DEVELOPER-TOOLS, MACHINE-LEARNING, B2B, SUBSCRIPTIONS",SAN FRANCISCO,"Helium is building self-improving software — AI that continuously experiments on key moments in the user funnel to boost revenue. Our first customer, a social app with 20M MAU, uses Helium to test new in-app paywalls to get more users to subscribe. 

Zach previously made $100M+ in growth experiments at Uber, Shishir led the first LLM features for Alexa, and Anish worked at Meta building ML to automatically experiment on ads, increasing Instagram ads conversion by 10%.",2024,"Zach Witzel, Founder Made >$100M in growth experiments at Uber. Now building tryhelium.com to personalize upsell flows. We help consumer subscription companies double their conversion.| Anish Doshi, Founder Cofounder @ Helium. Previously ML @ Meta, Apple, Alteryx, Berkeley. Into 🥊 ,♟️, and 🎹| Shishir Jakati, Founder Cofounder and CTO of Helium. Before Helium I worked at Amazon Alexa building predictive models to determine the quality of content and utterances spoken by Alexa, reducing cloud costs 10x. I love ML, LLMs, and MLOps - definitely reach out if I can help!",Y Combinator,San Francisco,https://www.ycombinator.com/companies/helium,https://tryhelium.com/
169,&AI,S24,"SAAS, B2B, LEGALTECH",SAN FRANCISCO,"&AI is a patent due diligence and management platform for attorneys and inventors. Streamline tasks like prior art search and claim chart drafting for prosecution, litigation, and discovery in one secure workspace.",2024,"Caleb Harris, Founder Co-founder/CEO of &AI. Previously, I studied CS + Neuro at MIT, did source code consulting for Fish & Richardson/Gibson Dunn, built out the data science stack at InsideTracker, and conducted ML research at the MIT Media Lab.| Herbert Turner, Founder Co-founder/CTO of &AI. Previously, I studied Aero/Astro + CS at MIT, worked on autonomous surface vehicles and applied ML research, fine-tuned LLMs at Google, and was a founding engineer at Kino AI.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/ai-2,https://www.tryandai.com/
170,Haystack Software,S24,"DEVELOPER-TOOLS, B2B, PRODUCTIVITY, AI",SAN FRANCISCO,"Haystack is a a canvas-based IDE that automates the tedious and mechanical steps of software development -- plumbing, refactoring, and finding code -- so that software engineers can focus on the important parts. 

In Haystack, users can explore and edit their code on a 2D canvas with a navigational copilot assisting every step of their way.",2024,"Jake Yatvitskiy, Founder Cofounder of Haystack Software. Experienced with AI and Cloud technologies. Previously worked in the High-Performance Computing division at AWS and received a Master's Degree in Machine Learning from Columbia University| Akshay Subramaniam, Founder Co-founder of Haystack Software. Enjoys building emulators, video games, and productivity software.   Previously was a software engineer at Figma, where I led the multi-edit launch and helped launch Find and Replace, accessibility in FigJam, and more!",Y Combinator,San Francisco,https://www.ycombinator.com/companies/haystack-software,https://haystackeditor.com/
171,Finosu,S24,"FINTECH, B2B, COMPLIANCE, LENDING, CONSUMER-FINANCE",,"Hi - Mark and Gab here!

We met while working at Alt, a marketplace for collectibles, within which we built a $200m specialty finance business line. At Alt, we were faced with the manual workflows from compliance to servicing that are needed to make and manage consumer loans. And as a result, we spent much of our time and hundreds of thousands of dollars creating robust internal tooling to ensure we were doing things the right way.

However, after the pain of hunting through regulatory codes, confusion of form filling, surprise of regulatory deadlines, monotony of PDF data extraction, anxiety of brittle excel spreadsheets, the frustration of buried email threads with advisors, and the missed phone calls with borrowers to chase payments … to name a few … we knew that this experience needed to be improved. 

So, we started Finosu to build the tools that we wish we had.

Finsou is building software to reduce the barriers to entry in lending, beginning with: outsourced state licensing, default compliant loan management systems, and automated servicing infrastructure.

The operational cost of originating and servicing loans reaches into the tens of billions a year and that is money out of the pocket of lenders, borrowers, investors, and ultimately the consumers as a cost of doing business – we are changing that.",2024,"Mark Ricciardi, Founder Started in finance as a special situations private credit investor and then moved to tech to build productized credit instruments.| Gabriel Vincent Kho, Founder Stanford grad. Ex-Flexport. AI consultant (not currently because I'm working on my own start-up). I'm currently working on fixing the problems I faced in the credit space while working at Alt.",Y Combinator,,https://www.ycombinator.com/companies/finosu,https://www.finosu.com/
172,Odo,S24,"GENERATIVE-AI, GOVTECH, B2B, PRODUCTIVITY, PROCUREMENT",SAN FRANCISCO,"State and local governments buy $1.5TN worth of products and services from companies every year. However, the process of finding and winning government contracts is extremely fragmented, non-standardized, and time consuming today.

Odo is the first AI-powered platform to help companies win state and local government contracts. Odo can find relevant contracts, draft proposals, and analyze why companies won or lost through public records sourcing. Our customers have saved up to 80% of time drafting proposals and increased their win rates.",2023,"Yooni Ahn, Founder Yooni is the CEO and co-founder @ Odo. She built products and business at Robinhood (Robinhood Gold, Customer Care during Gamestop, Original Content) for five years. Before that, she did consulting at Oliver Wyman where she spent endless hours writing government proposals. She studied public policy at Princeton University.| Andrew Wagner, Founder Andrew is the CTO and co-founder @ Odo. He was a staff engineer at Robinhood and spent many years freelancing where he developed outsized skill in taking projects from 0 to 1. It's there that he built a deep empathy for businesses struggling to balance billable work with finding new contracts.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/odo,https://www.odo.do/
173,Baseline AI,S24,"ARTIFICIAL-INTELLIGENCE, SAAS, HEALTH-TECH, B2B, BIOTECH",SAN FRANCISCO,"The main document in a clinical trial is the study protocol. At large companies, floors of people use the protocol to create the study data collection forms, clinical database design, error checks, analysis code, and data transformation mappings. We use AI to automate the process of creating everything from the protocol, saving not only spend on headcount but also months of time which can translate to up to $27M in direct costs + lost revenue saved for a single phase 3 trial.",2023,"Zoe Sheill, Founder Co-founder of Baseline AI. Previously MIT, SpaceX. Ask me about the Banana Lounge at MIT| Nabil Baugher, Founder Baseline AI Co-founder. Previously ML at YouTube and software at Slack/Audible. CS + Neuro at MIT.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/baseline-ai,https://www.baselinetrials.com/
174,RiskAngle,S24,"ARTIFICIAL-INTELLIGENCE, SAAS, B2B, INSURANCE, ENTERPRISE",SAN FRANCISCO,"RiskAngle delivers fast, accurate summaries of complex medical records, speeding up insurance underwriting decisions, streamlining claims processing, and enabling lawyers to build stronger injury cases.",2024,"Bill Chen, Founder Born in Shanghai and raised primarily in Vancouver, Canada, Bill earned his bachelor's degree in Computer Science from Columbia University. Before founding RiskAngle, he worked at Retool (W17) as a Deployed Engineer and APAC Technical Success Lead, where he partnered with some of the company’s largest customers, including Netflix, DoorDash, and Flexport.| William Hu, Founder Building RiskAngle, an AI platform for summarizing medical records. Previously @ Robinhood and Retool.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/riskangle,https://www.riskangle.com/
175,Winford AI,S24,"FINANCE, WORKFLOW-AUTOMATION, PRODUCTIVITY, ENTERPRISE-SOFTWARE, AI",NEW YORK,"Winford AI helps financial services professionals streamline manual tasks. Our AI automatically extracts relevant data, helping save 10+ hours per week.",2024,"Jacob Tucker, Co-Founder, CEO Jacob brings several years of investment experience to Winford AI, where he is excited to build the next generation of software tools for investors. He was previously a credit investor at Blackstone, where he helped originate financing solutions for companies through the firm’s direct lending and opportunistic credit vehicles. Prior to Blackstone, Jacob received an M.S. in Computer Science and a B.A. in Business Economics from the University of Chicago.| Rohan Prashant, Co-Founder, CTO Rohan is building Winford AI, software that uses AI to empower institutional credit investors to make better underwriting decisions and easily monitor loan portfolios. He was previously a Software Engineer at Microsoft and studied Computer Science at the University of Michigan (Go Blue!).",Y Combinator,New York,https://www.ycombinator.com/companies/winford-ai,https://winford.ai/
176,Cartage,S24,"MACHINE-LEARNING, WORKFLOW-AUTOMATION, LOGISTICS, SUPPLY-CHAIN, AI",SAN FRANCISCO,"Cartage is the future of freight coordination. Transparent, tech-driven and eliminating the need for human coordinators.",2023,"Abdul Basharat, Founder Abdul is cofounder and CEO of Cartage. He started his career training as a military pilot. He was the product lead for network and PLG at Rose Rocket (YC S16 trucking ERP) and helped Pathstream launch a B2B platform from 0-1. Prior to tech he worked in management consulting.| Josh Lampen, Founder Josh is cofounder and CTO of Cartage. At Rose Rocket (YC S16 trucking ERP), he was a founding engineer on their Platform team, where he led the development of their first workflow engine. He was also an engineer at Together (YC S19). Prior to tech, Josh was a management consultant, and played water polo for Canada's National Team.| Harman Sahota, Founder Harman is cofounder and COO of Cartage. He has previously built two logistics companies. The first led to a 500K contract with Sherwin Williams at age 16, and the second, Westcore Logistics, was Canada's fastest growing logistics company in 2023. In four years Harman scaled Westcore from 0-50M Revenue with only 4 FTE, while maintaining 4x industry profit margins.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/cartage,https://cartage.ai/
177,Paasa,S24,"FINTECH, CONSUMER, INVESTING, EMERGING-MARKETS",,"Paasa is the global investing platform for aspiring HNIs in emerging markets.

HNIs in countries like India want to diversify their wealth internationally. Saving their wealth in a depreciating currency puts them at risk in a global context. However, most customers still hesitate due to lack of guidance on capital controls, tax laws that change every year, and slow outflows from local banks.

Paasa streamlines this - thus empowering HNIs to save for their child's education, spend overseas confidently, and build generational wealth in a stable currency.",2024,"Nitish Sahni, Founder Building the next-generation wealth manager for all emerging economies, starting with India.| Sparsh Sharma, Founder Chief product officer at Paasa",Y Combinator,"Gurugram, India",https://www.ycombinator.com/companies/paasa,https://paasa.com/
178,Blast,S24,"B2B, ENTERPRISE-SOFTWARE, AI",SAN FRANCISCO,Blast helps large enterprises build safe and reliable LLM apps. We provide a platform to help enterprises rigorously evaluate and turn their generative AI prototypes into reliable apps that can be confidently deployed at scale.,2024,"Arnav Joshi, Founder CEO at Blast. I was recently a BS/MS student in CS at Stanford. Previously, I worked on autonomous driving research at NVIDIA. I also interned at Amazon, where I built a computer vision tool.| Daniel Zamoshchin, Founder CTO at Blast. I studied computer science with a focus in security at Stanford. I worked on security research with Prof. Dan Boneh and data privacy research with Prof. Matei Zaharia (Databricks). In high school, I built an app with 2M+ downloads.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/blast,https://withblast.com/
179,Lilac Labs,S24,"ARTIFICIAL-INTELLIGENCE, SAAS, RESTAURANT-TECH, CONVERSATIONAL-AI",SAN FRANCISCO,"At Lilac, we automate the person taking order at the drive thru with a voice AI. We're building this for Quick Service Restaurants (QSRs) dealing with an historical labor shortage and rising wages.

Previous attempts at drive-thru voice ordering are costly to implement and have failed to deliver the accuracy and latency needed. It's now possible to build a voice interface that passes the threshold for a great customer experience.

In the United States, there are 200,000 Drive-Thrus handling 6 Billion visits a year. At 3 minutes per order, that's 34,000 human years spent on taking orders annually. Per location, on average we can deliver around $100,000 of value in terms of labor savings, upsell revenue lift, and training costs.",2024,"Tony Kam, Co-Founder / CEO Tony is the co-founder and CEO of Lilac Labs. Tony studied EECS at UC Berkeley where focus on operating systems.   Before Lilac, Tony worked at Tesla as an engineer, where he owned the display and touch component of the infotainment system. Tony also worked on the performance and reliability of driving visualization. Prior to that, Tony worked on manufacturing automation at Intel and robotics simulation at CloudMinds.| Shelden Shi, Co-Founder / CTO Shelden is the Co-Founder and CTO of Lilac Labs. Shelden studied CS and CogSci at UC Berkeley, where he conducted research training ML models to predict emotions via audio data.   Before Lilac, Shelden was the founding engineer at Symbolic, leading the development of a Fintech lending platform with ~$1B in AUM and 30k monthly active users. Prior to that, Shelden worked at Flatiron Health, an oncology data unicorn, where he trained and built the evaluation pipeline for cancer diagnostic models.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/lilac-labs,https://www.drive-thru.ai/
180,Palmier,S24,"DEVELOPER-TOOLS, SAAS, B2B, AI",SAN FRANCISCO,"Code repositories are built for humans to understand and collaborate on code. But soon, they’ll be used primarily by AIs working on our behalf. As this shift happens, the structure and processes around code must evolve.

At Palmier, we’re building a new kind of code repository designed for AIs. Every line of code has a history behind it, and we’re making that history accessible for AIs to create more efficient and reliable code, aligned with human intention.

Our first product is a platform that helps developers work seamlessly with AI, improving efficiency. We aim to provide an API for any AI to interact with code, giving it the information needed to produce better quality code.

Reach out at founders@palmier.io",2024,"Marcos Rico Peng, Founder After graduating Berkeley in three years, I worked for a year and a half as an infra engineer at LinkedIn. Now co-founder and CEO of Palmier, building something people want! Documented my journey as a professional swimmer training to make the Paris Olympics on YouTube [143k+].| Harrison Tin, Founder Co-founder of Palmier.   Previously Software Engineer at Microsoft. Studied EECS at UC Berkeley.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/palmier,https://www.palmier.io/
181,Simple AI,S24,"ARTIFICIAL-INTELLIGENCE, CONSUMER, AI, AI-ASSISTANT",SAN FRANCISCO,"Simple AI is a better Siri. We make it 10 times easier to buy things on Amazon, call Ubers, and book appointments or reservations at any business.",2024,"Catheryn Li, Founder Cat is co-founder and CEO of Simple AI. Previously, she spent 4 years at Y Combinator, where she led the software team responsible for Startup School, the YC Library, and YC's Co-Founder Matching site.  She has degrees in computer science and math from MIT.| Zach Kamran, Founder Zach is the co-founder and CTO of Simple AI. He previously worked at YC for 3 years as a tech lead and the Head of Product for the Bookface team.   He has a degree in CS and Statistics from UChicago and has worked in various roles leading analytics and software teams.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/simple-ai,https://www.usesimple.ai/
182,Sensei,S24,"ARTIFICIAL-INTELLIGENCE, HARD-TECH, MARKETPLACE, ROBOTICS, DATA-ENGINEERING",SAN FRANCISCO,Sensei helps robotics companies scale and outsource their training data collection. Our hardware platform enables the collection of human-demonstration data at a tenth of the cost and twice the speed of current teleop approaches. Our software platform acts like Scale AI for robotics data: a large network of paid human operators use our low-cost collection platform to fulfill data-generation requests.,2024,"Anubhav Guha, Founder CEO at Sensei - building the marketplace for robotic training data. Previously MIT Robotics PhD (dropped out) and Chief Engineer & Program Manager of Aurora Flight Science/Boeing's DARPA AlphaDogfight team. I've spent my whole career in robotics, and my goal is to help make AI robotics a reality.| John Piotti, Founder CTO at Sensei - scaling robotic training data collection to be 2x faster and 10x cheaper. Previously MIT '19, Robotics Engineer at Aurora Flight Science/Boeing, and full stack web development at UtilityAPI. Also building a house in my free time.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/sensei,https://senseirobotics.com/
183,Guardian RF,S24,"HARD-TECH, DRONES, SECURITY",SAN FRANCISCO,Cost-Effective Drone Detection and Signal Intelligence for 21st- Century Peacekeeping.,2024,"Lucas Raskin, Founder Physics enthusiast. Building next generation counter UAS capabilities.| John Andrzejewski, Founder Former Physics at Georgetown. Working on counter UAS and hitting PRs on bench press.| Eli Kerstein, Founder My background is in physics and comp sci. I build Counter UAS systems.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/guardian-rf,https://guardianrf.com/
184,Laminar,S24,"AIOPS, ARTIFICIAL-INTELLIGENCE, DEVELOPER-TOOLS, SAAS, B2B",SAN FRANCISCO,"Laminar is an open-source platform which provides observability, text analytics, evals and prompt chain management for AI agent.",2024,"Robert Kim, Founder Co-founder and CEO @ Laminar (lmnr.ai). Previously, I interned at Palantir where I built semantic search package which now powers many internal AI teams and worked on resource allocation engine at core infrastructure team. I also interned at Bloomberg where I scaled market tick processing pipeline by 10x to 10M ticks/s.| Din Mailibay, Founder Co-founder and CTO at Laminar (lmnr.ai). Previously, I have worked at Amazon for 2 years building and scaling critical payments infrastructure. Before that, I've spent a year creating ML infrastructure for a drug discovery biotech startup in Korea.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/laminar,https://www.lmnr.ai/
185,Cerulion,S24,"DEVELOPER-TOOLS, HARD-TECH, ROBOTICS, B2B, OPEN-SOURCE",SAN FRANCISCO,"Cerulion is an open source operating system for robots built by 2 MIT robotics PhDs. Companies like Amazon Robotics and Boston Dynamics AI Institute are using us to develop faster and ship more reliable robots than with ROS. With up to 1000x improvements in communications performance over state of the art, Cerulion is enabling the next generation of embodied AI.",2024,"Lakshay Sharma, Founder/CEO Lakshay is the cofounder/CEO of robotics middleware startup Cerulion. Prior to this, he studied computer engineering, astrophysics and robotics at the University of Pennsylvania, and researched robot motion planners at MIT.| Se Hwan Jeon, Founder I'm the cofounder of Cerulion along with Lakshay Sharma. Cerulion is a software interface and abstraction layer to make controlling, debugging, and visualizing commercial robots accessible to everyone.  Prior to YC, I studied mechanical engineering at the University of Notre Dame and MIT, specializing in robotics, optimal control, and reinforcement learning for legged platforms.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/cerulion,https://www.cerulion.com/
186,Presti AI,S24,"ARTIFICIAL-INTELLIGENCE, B2B, E-COMMERCE, AI",,"Furniture companies spend millions and months each year on photoshoots or CGI to create product images as these visuals are crucial for driving sales.

Presti offers a faster and cheaper solution powered by generative AI. Unlike other generative AI tools, our core model is optimized for furniture products and includes multiple features tailored to the unique needs of furniture industry.

We have 100 paying B2B users with a 10% growth week over week.
We raised a $3.5M seed round",2022,"Nabil Toumi, Founder Was the automation lead at Uber, where I created a team that saved €20M in a year, earning me a top 1% employee award. Alumnus of Centrale Paris and ESSEC| Saad Bencherif, Founder Cofounder & CPO of Presti AI: stunning product visuals, for furniture companies, with gen AI 🛋️. Prior life: ex-Senior Data Scientist @ BCG X.| Hamza Bennis, Founder Generative AI Founder @Presti AI | Furniture imagery with AI 🚀 || Abdellah Lamrani Alaoui, Founder I was the Head of Data at Scibids, an AdTech scale-up sold to DoubleVerify for $125M, where I oversaw the AI team in developing cutting-edge real-time bidding solutions. Centrale Paris x MVA Alumni",Y Combinator,,https://www.ycombinator.com/companies/presti-ai,https://www.presti.ai/
187,The Forecasting Company,S24,"ARTIFICIAL-INTELLIGENCE, B2B, SUPPLY-CHAIN, ENTERPRISE-SOFTWARE, AI",,The Forecasting Company builds planning systems based on our in-house foundation models for time series.,2024,"Geoffrey Negiar, Founder & CEO Co-founder and CEO at The Forecasting Company, helping enterprise customers improve their operational decision making. PhD grad from UC Berkeley's BAIR. I spent time with Amazon Forecasting Science in SCOT, Google Brain, and Bloomberg LP where I worked on forecasting, optimization and deep learning research.| Joachim Fainberg, Founder & CTO PhD in ML for speech and full-stack developer. Interned at Sonos where I built an on-device wake word detector and at Bloomberg building a large ASR system. Worked full-time at JPMorgan in their Machine Learning Center of Excellence in New York, and then at two startups, team lead ML/NLP at Consigli, a prop-tech startup, and sr algorithm engineer and full-stack at Vind AI, a SaaS for designing off-shore wind parks.",Y Combinator,"Paris, France",https://www.ycombinator.com/companies/the-forecasting-company,https://www.theforecastingcompany.com/
188,Praxos,S24,"ARTIFICIAL-INTELLIGENCE, GENERATIVE-AI, B2B, COMPLIANCE, INSURANCE",,"Praxos allows insurance professionals to automate their operations—from filling out applications to crafting proposals and comparing coverages—in one place. This enables risk advisors to stand out and close more deals in an industry where service speed is critical, but mistakes are costly.",2023,"Lucas Urbisaia, Founder Harvard grad, Argentine-born mathematician. CEO of Praxos, an AI workbench for insurance professionals. Formerly managed risk at Santander's Sales & Trading desk. Often found feuding with his co-founder Soheil over the validity of some historical fact.| Soheil Sadabadi, Founder Computer Scientist and Al-Khwarazmi wannabe.",Y Combinator,"Miami, FL",https://www.ycombinator.com/companies/praxos,https://www.praxos.ai/
189,Exa Laboratories,S24,"ARTIFICIAL-INTELLIGENCE, HARD-TECH, HARDWARE, MACHINE-LEARNING, SEMICONDUCTORS",SAN FRANCISCO,"Exa is making reconfigurable chips for AI, offering superior speed and energy efficiency compared to traditional GPUs/TPUs/LPUs.

Our chips automatically adapt themselves to each specific AI model, overcoming the von Neumann bottleneck, (a common limitation in standard systems). By optimizing for each AI architecture, we significantly boost both inference and training speeds while reducing energy consumption.

Imagine having hardware tailored to your AI model, whilst still maintaining the flexibility of a GPU. This way, you won't need to re-manufacture your hardware each time you change your model architecture, all while still benefiting from the speed and efficiency of specialized hardware, saving data centers and compute clusters hundreds of millions of dollars every year!",2024,"Elias Almqvist, Founder/CEO Elias is the CEO of Exa Laboratories. A self-taught engineer since age 9, he studied CS & CE at Chalmers University of Technology, worked part-time as an embedded software engineer, and was involved in various PhD aerospace projects as an undergrad. After dropping out in his second year, he founded Exa to accelerate AI innovation and elevate human consciousness. Greater and more sustainable compute drives better AI and scientific breakthroughs.| Prithvi Raj, Founder CTO and co-founder of Exa Laboratories.  Before Exa, I was pursuing my MEng as part of a world leading lab, (the Computational Stats & ML Lab at Cambridge). Here, I fell in love with scientific machine learning - a field that requires bespoke neural network architectures and extreme hardware efficiency.   I'm here to provide these so that AI can start solving the game-changing problems that it was originally promised to address.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/exa-laboratories,https://exalaboratories.com/
190,SchemeFlow,S24,"DOCUMENTS, GENERATIVE-AI, GOVTECH, CONSTRUCTION, PROPTECH",SAN FRANCISCO,"SchemeFlow uses AI to automate government approvals for construction projects.

Two brothers + high school friend, with great combo of skills: Mayor’s Chief of Staff, Arup construction engineer + AI software engineer.

Using LLMs to generate reports in minutes rather than months, and to scrape + parse complex local regulations.

Already generated over 10,000 pages of technical reports for over 400 construction projects, from car parks to hotels, housing to office buildings, with 97% time savings.

Started in the UK with 10x paid pilots with engineering companies such as Stantec and Royal Haskoning, now pivoted to focus on the US.

$9B US opportunity (143k consultants x $64k/yr report-writing work), $23B worldwide.

www.schemeflow.com",2023,"Andrew Browning, CEO & Co-Founder CEO & Co-Founder: Automating Government Approvals for Construction Projects || Experience: Chief of Staff, Mayor's Office in Birmingham, UK || Consultant, Boston Consulting Group || Starred First, St. John's College, University of Cambridge || Founder & Chair of Trustees: King Lear Arts: Active Participation in the Arts for Seniors| Jonny Browning, Founder CTO & Founder @ SchemeFlow | Automating Government Approvals for Construction Projects| James Griffith, Founder COO & Co-Founder of SchemeFlow. Automating Government Approvals for Construction Projects. Ex-Arup Engineer, licensed in California, UK & Europe. University of Cambridge Engineering - First Class.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/schemeflow,https://www.schemeflow.com/
191,Brighterway,S24,"ARTIFICIAL-INTELLIGENCE, HEALTH-TECH, HEALTHCARE, LEGALTECH, AI",,"At Brighterway, we use AI to speed up the medical record review process for physicians in medlegal exams. Physicians spend hours reviewing thousands of pages of medical documents– our technology highlights the information that is most relevant to a doctor's specialty, streamlining their review process and saving them time.

Brighterway structures and deduplicates disorganized medical records (PDFs) and extracts the content that is medically relevant and related to a doctor's specialty, so they can focus on what matters most.",,"Walker Wells, Founder Before Brighterway, Walker studied Statistics and Data Science at Yale University. He has also previously led a team of interns on a data science project focused on tracking user engagement and feature impressions at another startup. Fun fact? He solo-backpacked for 5 months at the ripe age of 18.| Jason Apostol, Founder Improving the Workers Compensation review process with AI. Previously studied Computer Science at Yale.",Y Combinator,,https://www.ycombinator.com/companies/brighterway,https://www.brighterway.ai/
